author_name
S Vadhan
R Impagliazzo
R Boyer
J Strother
M Wiener
R Molva
E VanHerreweghen
S Zatti
T Ylonen
A Aziz
M Patterson
P Rogaway
D Coppersmith
L Paulson
D Boneh
S Bellovin
L Gong
N Shacham
I Agi
C Dunworth
R Lipton
D Wagner
B Schneier
J Kelsey
I Goldberg
A Desai
E Jokipii
P Syverson
A Pfitzmann
R Amann
P Sudame
B Badrinath
R Campbell
D Sturman
T Tock
D Engler
D Wallach
M Kaashoek
D Mazieres
I Cyliax
S Johnson
B Bose
J Cavalaris
G Lee
S Hariharan
A Rahul
H Gutowitz
D Pointcheval
A Adams
P McDaniel
D Stephenson
T Baldin
G Bleumer
B Pfitzmann
P Janson
T Sander
C Tschudin
M Luby
J Staddon
C Shi
M Debbabi
M Mejri
N Tawbi
I Yahmadi
S McKee
W Wulf
C Trevor
P Kirstein
G MontasserKohsari
J Kilian
E Petrank
A Yasinsac
E Nahum
O Sean
M Orman
R Schroeppel
J Bekmann
P DeGoede
A Hutchison
P Kocher
R Needham
R Yahalom
M Abadi
A Gordon
Y Chu
J Feigenbaum
B LaMacchia
P Resnick
A Herzberg
C Hall
R Kailar
V Gligor
K Fai
E Ip
K Lui
D DePaoli
A Goscinski
A Chitturi
I Chuang
R Laflamme
P Shor
W Zurek
E Ginzton
R DeMillo
S Even
H Krawczyk
S Rudich
D Davis
H Gobioff
G Gibson
D Tygar
M Merritt
U Feige
N Asokan
R Venkatesan
M Yung
H Chau
H Lo
T Mark
A Lomas
J Saltzer
G Bella
A Blum
M Furst
M Kearns
C Schnorr
S Vaudenay
T Woo
R Bindignavle
S Su
S Lam
D Micciancio
O Reingold
C Blundo
A DeSantis
D Stinson
J Bennet
E Brickell
D Gordon
K McCurley
D Wilson
P Long
M Warmuth
R Hauser
M Steiner
M Waidner
P Cheng
J Garay
C Gunter
T Jim
S Stubblebine
R Gennaro
T Rabin
M Zimand
J Horwitz
A Russell
Y Frankel
P Gemmell
P MacKenzie
S Micali
N Bshouty
T Hancock
L Hellerstein
S Decatur
D Ron
D Scott
W Alexander
A Arbaugh
S Keromytis
G Ateniese
B Ran
C Shai
H Herzberg
R Micali
P Tadepalli
S Russell
J Lacy
P Devanbu
H Orman
M Richard
S Schwartz
D Maughan
M Schertler
M Schneider
J Turner
M Burmester
Y Desmedt
G Kabatianski
B DeDecker
F Piessens
J AlvesFoss
T Soule
C Boyd
A Huima
T Aura
L Foner
C Thirunavukkarasu
T Finin
J Mayfield
R Anderson
E Minnehaha
S Wilson
D MacKay
W Marrero
E Clarke
S Jha
M Blum
S Kannan
G Necula
P Lee
S Nettles
M Jakobsson
S Jarecki
C Cachin
J Boyar
R Peralta
G Vigna
M Singhal
M Sirbu
J Chuang
A Rubin
J Kienzle
A Project
G Blelloch
J Linnartz
J Talstra
A Kahng
J Lach
W MangioneSmith
S Mantik
I Markov
M Potkonjak
P Tucker
H Wang
G Wolfe
P Kumar
A Myers
B Liskov
A Beimel
U Maurer
E Selberg
T Leighton
M Rabin
M Ranum
A Juels
J Wack
M Crosbie
P Spafford
S Drossopoulou
S Eisenbach
S Forrest
S Hofmeyr
A Somayaji
T Longstaff
J Goguen
T Lane
C Brodley
A Siebert
D Good
I Krsul
E Spafford
M Bishop
X Qian
M Frans
B Guha
B Mukherjee
V Shoup
D Safford
D Hess
D Martin
J Sivaramakrishnan
R Aviel
D Rubin
B Cocosel
J Mogul
P Fong
M Livny
R Ramakrishnan
K Beyer
G Chen
D Donjerkovic
S Lawande
J Myllymaki
K Wenger
A Goldberg
R Buff
A Schmitt
J Mitchell
V Shmatikov
U Stern
S Funfrocken
S Mittra
A Muffett
R Oppliger
D Hogrefe
G Xie
D Yau
P Pan
H Schulzrinne
O Spatscheck
J Hansen
J Hartman
L Peterson
A Luotonen
K Altis
J Bryan
L Christoph
L Schuba
D Geer
S Openvision
T Ts
M West
J Kohl
D Atkins
J Schiller
L Gould
E Riccobene
B Clifford
N Theodore
Y Ts
A Fox
S Gribble
L Joncheray
D Schales
P Honeyman
A Prakash
V Ratnakar
B Jung
W Burleson
M Alzina
W Szpankowski
A Grama
S Sahni
B Vemuri
F Chen
C Kapoor
C Leonard
J Fitzsimmons
V Sahni
J Fowlery
R Yagelz
J Rossignac
D Banks
M Stemm
D Arnaud
K Seamons
M Winslett
J Danskin
P Hanrahan
A Zandi
J Allen
E Schwartz
M Boliek
M Atallah
Y Genin
C Coffing
J Brown
P Howard
J Vitter
W Keong
N Sunghyun
C Chinya
V Ravishankar
P Deshpande
M Krunz
S Tripathi
A Beers
M Agrawala
N Chaddha
M Farach
M Thorup
B Guenter
H Cheol
R Mersereau
J Goldstein
U Shaft
D Grinberg
S Rajagopalan
U Boston
V Wei
C Hong
E Posnak
H Vin
R Lavender
M Siegel
S Sethuraman
J McVeigh
A David
M Dahlin
I Hsu
J Walrand
S Grace
B Chang
M Vetterli
J Buhmann
W Spears
G Davis
B Evans
J Teich
C Schwarz
H Chao
P Fisher
Z Hua
Z Sijercic
G Agarwal
C Anderson
K Curewitz
P Krishnan
D Hoang
D VanCampenhout
T Mudge
S Albers
M Mitzenmacher
K Shimizu
G George
G Zha
D Knight
H Hughes
E Amir
S McCanne
H Frystyk
N Consortium
J Gettys
A BairdSmith
E Prudhommeaux
H Wium
C Lie
B Jawerth
W Sweldens
B Orn
J Yz
A Wim
S Yx
W Tan
E Chang
A Zakhor
P Nordin
W Banzhaf
M Hilton
A Sengupta
T Johnson
R NewmanWolfe
T Chang
V Michael
J Bove
D Bader
J JaJa
R Chellappa
A Broder
P Shenoy
F Ayhan
S Fakultesi
Y Fisher
D Rogovin
T Shen
C Bin
Y Vetterli
B Gopinath
V Phalke
J Scott
V James
A Storer
S Kunapalli
M Cohen
S Muthukrishnan
M Strickland
R Neff
B Moghaddam
A Pentland
J Schmidhuber
S Heil
K Popat
G Chung
P Hammer
A Kogan
S Chow
S Sclaroff
Y Freund
E Feig
E Viscito
S Kalluri
C Boutilier
T Dean
S Hanks
H Jagadish
T Kalker
P Jacquet
P Goyal
A Goyal
N Oxhtj
J Palsberg
M Schwartzbach
S Toelg
T Poggio
S Djoko
D Cook
L Holder
A Diwan
R Hudson
D Jerding
J Stasko
D Loewenstern
P Yianilos
R Zabih
J Miller
K Mai
C Bajaj
V Pascucci
D Schikore
M Stonebraker
M Olson
J Shen
G Strang
R Staehli
J Walpole
D Maier
V Goyal
D Saha
D Kandlur
T Barzilai
Z Shae
M WillebeekLeMair
S Bunton
G Katul
B Vidakovic
R George
K Andrew
B Lippman
S Benton
M Kwong
N Saito
K Driesen
G Goldszmidt
Y Yemini
C Chan
Y Ioannidis
E Chalom
R Kermode
A Lippman
E Allender
D Bruschi
G Pighizzini
S Nene
S Nayar
H Murase
C Oliver
K Wright
J Aylor
A Poulakidas
A Srinivasan
P Sanders
C Runciman
H Stone
L Williams
M Gray
J Movellan
T Sejnowski
W Smith
S Advisor
D Finkel
P Narayanan
P Rander
T Kanade
C Chen
K Salem
N Thao
A Jordan
K Ntrvag
K Bratbergsengen
J Fix
W Hibbard
B Paul
L Battaiola
D Santek
M VoidrotMartinez
C Dyer
E Amram
J BlancTalon
P Cote
T Acharya
J Ja
J Tierno
P Kudva
K Pulli
S Smoot
A Natsev
D Citron
L Rudolph
D Simpson
A Swan
R Thomas
A Fukunaga
A Stechert
D Mutz
V Strela
P Heller
P Topiwala
C Heil
E Jacques
G Philippe
N Cedric
C Gregory
S Yovanof
C DeMarcken
S Kramer
B Pfahringer
S Lau
J Lui
L DeFloriani
E Puppo
A Chervenak
V Vellanki
Z Kurmas
R ElYaniv
S Fine
N Tishby
J Yoo
K Smith
G Gopalakrishnan
F Amador
D Berman
A Borning
T DeRose
A Finkelstein
D Neville
D Norge
D Notkin
M Salesin
J Salisbury
Y Sherman
D Sun
G Weld
L Hopwood
W Miller
A George
F Pereira
Y Singer
J Kim
E Dodd
D Umstadter
M Hansen
B Kollmeier
M Physik
C Oldenburg
B Comiskey
A Frieze
W Dahmen
A Kunoth
W Schneider
D Chen
D Sisalem
C Sieckmeyer
S Mallat
F Falzon
D Geiger
A Rudra
L Maloney
G Shamir
N Merhav
B Dempsey
M Lucas
A Weaver
D Souder
M Herrington
R Garg
D DeRyke
f Souder
D Meyers
B Moon
J Saltz
R Ogier
N Plotkin
I Khan
J Bradley
C Brislawn
T Hopper
P Varaiya
A Chhabedia
P Rosalind
W Picard
U Yogesh
D Adelson
E Scheirer
E Boros
O Cepek
D Stott
P And
P Ram
S Berson
R Muntz
W Wong
R DePrisco
A Calderbank
D Stone
F Smith
S Acharya
R Hjelsvold
R Midtstraum
O Sandsta
J Padhye
J Kurose
S Hibino
C Loh
J Reason
L Yun
A Lao
D Messerschmitt
K Zuberi
K Shin
M Christel
J Dey
C Shih
M Kumar
R Ramjee
T La
J Porta
D Kurose
M Amin
S Daniel
A Spielman
V Stemann
T Choudhury
B Clarkson
T Jebara
A Basso
G Cash
M Civanlar
K Patel
K Liu
S Sen
D Towsley
J Salehi
S Toshio
S Michael
A Smith
Y Nakamura
T Contact
R Stiefelhagen
U Meier
B Schiele
N Oliver
S Rao
A Tarafdar
B Stiller
R Nagarajan
B Lamparter
M Kalfane
W Mostafa
M Jackson
J Eric
A Gokhale
D Schmidt
J Liebeherr
D Wrege
D Ferrari
K Almeroth
M Ammar
D James
G Harrick
M Vin
P Venkat
R Lawrence
A Rowe
S Gollapudi
D Verma
V Firoiu
J Pasquale
G Polyzos
E Anderson
V Kompella
W Effelsberg
E MullerMenrad
H Cheng
C Sreenan
Z Philippe
M Handley
A Sasse
S Clayman
R Dannenberg
A Schuett
S Raman
Y Chawathe
R Katz
J Stankovic
S Son
A Mehra
A Indiresan
C Mercer
R Rajkumar
J Zelenka
A Shaikh
S Lu
P Rohatgi
T Neuendorffer
J Newcomer
D Rubine
E Schooler
A Albanese
T Starner
S Mann
B Rhodes
J Levine
J Healey
D Kirsch
M Casey
W Gardner
S Basu
C Nguyen
I Jorg
L Ian
F Akyildiz
D Sarkar
H Alex
K Chen
S Mungee
N Surendran
B Prabhakaran
J Soo
S Chatterjee
J Strosnider
K Sheta
M Stern
B Park
T Ezzat
J Lockwood
K Taylor
S Hauck
G Borriello
C Ebeling
E Paulos
J Canny
P Cai
I Matta
V Almeida
J Marques
D Cristina
D Murta
A Andrade
O Marco
A Mendes
M Garofalakis
B Ozden
A Silberschatz
S Jamin
D Anderson
N Megiddo
I Coxy
J Kiliany
T Leightonz
T Shamoony
V Bose
A Chiu
D Tennenhouse
S Ghandeharizadeh
X Ju
P Genova
G Ventre
J DomingoPascual
W Holfelder
J Gemmell
C Lu
J Patten
N Thomlinson
A Victor
R Zimmerman
I Internetworks
A Tai
A Chien
S Draves
E Brewer
A Coopersmith
K MayerPatel
T Tung
D Michael
L Bender
S Quackenbush
A Reibman
J Snyder
A Banchs
V Turau
S Becker
B Jr
S Teller
P Pancha
M Zarki
S Chandrasekaran
Y Wang
J Winkeler
H Zhang
A Bavier
A Brady
M Larry
K Kim
C North
R Vnnen
J Huopaniemi
G Chockler
N Huleihel
I Keidar
D Dolev
E Knightly
E Linzer
K Alexander
F Dr
K Fischer
S Mukherjee
D Mosberger
X Li
S Paul
S Rangan
S Rajan
J Fritts
J Singh
K Shen
E Delp
M Arlitt
Y Chen
R Gurski
C Williamson
R Storn
W Zhao
F Miller
H Lam
X Mei
K Zhang
Y Cho
A Flynn
B Kim
Y Choi
L Kim
J Rexford
W Feng
J Gonzalez
A Geweke
P Rossaro
D Revel
D McNamee
D Steere
F Adelstein
H Kaneko
S Raghavan
K Ramamritham
K Sel
C Prabhakaran
A Elsaadany
M Liu
Z Li
S Chee
J Chiang
G Fortino
R Eduardo
J Grabowski
T Walter
G Srinivasa
F Fabbrocino
J Santos
S Marcus
K Keeton
B Mah
S Seshan
A Sarris
D Box
T Suda
O Gonzalez
C Shen
M Takegaki
C Lindblad
M Buddhikot
G Parulkar
J Cox
R Steinmetz
L Golubchik
E Andre
T Rist
M Kamath
S Agamanolis
S Chaudhuri
F Emanuel
V Baiceanu
S Choi
P Cho
E Candan
B Hwang
R Cutler
X Jane
C Milind
M Recker
T Shikano
G Li
Y Yesha
B Hall
B Agnew
Z Wang
D Welch
X Xue
H Chu
C Szyperski
H Thimm
W Klas
C Pu
C Cowan
S Ren
N Venkatasubramanian
G Agha
A Andreas
V Brigitte
K Gregor
B Gecsei
X Guo
S Radhakrishnan
A Agrawala
K Juvva
A Molano
S Oikawa
U Columbia
H Houh
J Adam
M Ismert
P Wong
H Yamaki
T Ishida
S HosseiniKhayat
J Renato
S Santos
S Muntz
C Pazos
M Gerla
T Chen
P Krzyzanowski
M Lyu
J Trotter
M Angela
A Dailianas
A Bovopoulos
M Dalal
S Feiner
S Pan
M Zhou
S Narayan
R Tewariy
R Mukherjee
D Dias
H Viny
J Pitkow
A Aljadhai
T Znati
R Miller
O Tsatalos
J Williams
T Seth
M Kim
A Banerjea
F Templin
R West
K Schwan
G Abowd
C Atkeson
A Feinstein
C Hmelo
R Kooper
S Long
S Tani
P Chrysanthis
D Mosse
J Tsai
J Sanchez
A Xiaohong
M Parris
F Donelson
E Rennison
K Finn
D Kim
Y Lim
G Bollella
S Peter
C James
P Gray
R Rajendran
E Nahrstedt
L Hardman
D Bulterman
G VanRossum
C Alexandrou
G Papadopoulos
P Schank
H Naguib
S Mitchell
T Kindberg
G Coulouris
P Gomes
S Florissi
N Shalom
A Walter
B Stephen
A Benton
R Baker
A Downing
M Seltzer
Y Endo
C Small
V Vetterli
R Rajagopalan
Q Ma
P Steenkiste
C Huang
P McKinley
C Aras
D Reeves
M Le
F Burghardt
J Rabaey
G Tecuci
H Keeling
R VanMeter
M Hayter
D McAuley
C Cranor
R Gopalakrishnan
C Freedman
J Burger
D DeWitt
C Parris
C Papadopoulos
T Paul
K McCartney
D Saff
R Tewari
S Shenker
B Neil
L David
B Lavo
J GarciaLunaAceves
V Wu
R Manmatha
E Riseman
R Black
C Leicher
T Harrison
T Nguyen
J Zahorjan
A Abnous
I Tacic
M Ahamad
K Siu
R Jain
N Drakos
C KingIp
M Wu
A Roydhouse
E Jones
J McGregor
B Gaines
W Lewis
S Komandur
J Crowcroft
G Xylomenos
S VanMulken
D Ellis
C Elliott
P Hudak
P Ainsworth
S Kryukova
S Cen
R Read
D Fussell
I Busse
B Deffner
J Shaw
D Jordan
B Allen
S Maffeis
M Humphrey
S Brandt
T Berk
R Engel
T Bieri
B Keller
N Tran
D Manolescu
B Bershad
C Chambers
S Eggers
C Maeda
P Pardyak
S Savage
E Sirer
B Myers
B Sabata
F Bauer
B Bellur
M Brown
B Denny
V Athitsos
M Swain
Y Ishikawa
R Subramanya
A Tsiolis
M Vernon
D Lindwarm
K Norman
D Bacher
A Amir
G Calinescu
A Tantawy
M Zitterbart
M Fiuczynski
R Martin
T Owa
J Yee
K Birman
R Friedman
M Hayden
K Ramakrishnan
R Bector
D Gurudatta
P Dr
J Barkley
A Cincotta
D Ferraiolo
S Gavrilla
D Richard
A Mittal
S Shirgurkar
D Zimmermann
E Kraemer
A Kantawala
R Kravets
K Calvert
B Field
S Unch
A Mehray
Z Wangz
K Shinz
B Dennis
B Subramanian
T Leung
B Universityy
S Vandenberg
S Zdonik
S Collegez
G Grahne
N Spyratos
D Stamate
M Gullickson
E Zegura
K Fall
S Gorinsky
S Baruah
T Marlowe
A Stoyenko
M Sudan
S Kweon
S Langtrgen
E Riedel
C VanIngen
E Craighill
M Fong
K Skinner
R Lang
K Gruenefeldt
T Mills
K Moody
D Cavendish
E Silva
J Monteiro
L Fratta
M Bernhardt
R Ulrich
W Dulz
D Becker
D Bennett
S Bharrat
T Gramling
M Housel
J Rosenberg
M Maher
S Bhogavilli
C Bormann
J Ott
S Mark
J Handley
N Ismail
M Smirnov
R Roth
A Wolisz
L Liu
L Bonomi
A Abbadi
B Li
A Hossain
S Kang
V Gudivada
I Leslie
T Roscoe
P Barham
D Evers
R Fairbairns
E Hyden
J Liu
H Tangmunarunkit
A Hamfelt
J Barklund
D Wetherall
D Durand
D Tseytlin
M Vossers
C Typographique
L Pour
E Dition
E Lectronique
H Le
N Richy
J Andre
S Bcking
J Touch
S Hotz
T Levergood
A Payne
G Winfield
L Stewart
R Cubert
T Goktekin
P Fishwick
M Fuchs
R Mahajan
J Nielsen
G Qin
D KaiHsiung
C Dr
L Moore
A Voisard
M Coutinho
E Jonckheere
R Telfeyan
J Moyne
N Chaudhry
J Pugmire
S Shellman
D Boning
W Moyne
A Hurwitz
J Taylor
R Pausch
M Conway
R DeLine
J Barber
S Bhatta
A Goel
M Jacobson
M Pearce
L Penberthy
M Shankar
R Simpson
E Stroulia
M Frank
J Foley
C Dubnicki
K Li
M Mesarina
A Sears
D Panda
D Basak
K Fletcher
K Kennedy
S Warren
J Landay
T Proebsting
L Julia
A Cheyer
A Mori
K Lin
M Perkowitz
A Bilas
J Philbin
R Wolf
K Potosnak
C Graham
M Boshernitsan
M Downes
P Kochevar
Z Ahmed
L Wanger
C Shade
J Sharp
J Ellis
A Rose
H Mannila
P Ronkainen
A Reid
J Peterson
G Hager
J Riseberg
J Klein
R Fernandez
L Catledge
C Potts
M PrezQuiones
J Sibert
A Chair
J Hans
D DeGraaff
D Brethauer
R Potter
A Butz
C Beshers
M Wloka
P Maes
T Darrell
B Blumberg
J Bayliss
D Ballard
T Hudson
M Lin
J Cohen
S Gottschalk
D Manocha
D Snowdon
A West
T Howard
M Capps
C Hand
D Brutzman
M Macedonia
M Zyda
R Stoakley
M Nechyba
Y Xu
J Rickel
A Waibel
A Johnson
S Bing
K Szeliski
M Reddy
S Seitz
K Arthur
K Booth
C Ware
M Held
J Klosowski
P Hubbard
C Lee
P Khosla
K Shimoga
R Sharma
J Song
Y Yam
J James
M Purtilo
A Hanson
E Wernert
K Andrews
G Back
K VanDenDoel
D Pai
J Purtilo
D Guzzoni
K Konolige
R Hollis
S Salcudean
X Wang
J Lim
R Collins
T Meyer
A Globus
D Nikovski
Y Li
D Homer
A Lim
G Wiet
R Yagel
D Stredney
P Schmalbrock
D Sessanna
Y Kurzion
L Rosenberg
M Levin
K Martin
C Greenhalgh
S Benford
J Cassell
M Steedman
N Badler
C Pelachaud
M Stone
B Douville
S Prevost
B Achorn
B Conner
L Holden
B Frohlich
I McDowall
M Bolas
R Waters
J Barrus
D Brogan
S McKeown
T Nitta
I Sterns
W Yerazunis
D Liu
W Karplus
D Valentino
A Heller
C Connolly
Y Leclerc
A Bruckman
J Pierce
S Audia
T Burnette
K Christiansen
D Cosgrove
K Hinckley
K Monkaitis
J Shochet
D Staack
B Stearns
C Sturgill
G Williams
M Cutts
R Fish
H Fuchs
M Jacobs
B Loss
L Markosian
R Riesenfeld
G Turk
B Zorn
D Bapna
M Martin
W Whittaker
A Westner
G Bishop
L McMillan
R Bajcsy
S Wook
H Lee
F Kanade
M Doherty
M Greene
D Keaton
C Och
M Seidl
W Waite
D Dobkin
S Pattanaik
S Mudur
C Mandal
H Qin
H Shen
D Kao
P Sloan
D Weinstein
J Dean
S Gibson
B Mirtich
C Pinhanez
A Bobick
P Shirley
D Forsyth
C Yang
K Teo
P Debevec
J Malik
F Manolache
S Edelman
D Dimitri
M Bonnie
W Steedman
M Eck
T Duchamp
H Hoppe
M Lounsbery
W Stuetzle
P Heckbert
M Oren
S Gortler
R Grzeszczuk
R Szeliski
M Garland
S Coorg
P Agarwal
S Suri
K Hoff
Y Chiang
R Tamassia
W Heidrich
P Slusallek
H Seidel
V Blanz
B Scholkopf
H Bulthoff
C Burges
V Vapnik
T Vetter
L Kobbelt
J Demmel
S Krishnan
L Arge
M Gopi
S Manohar
A Radisavljevic
K Dana
B VanGinneken
J Koenderink
R Malladi
J Sethian
Y Yu
T Mller
H Hu
B Smits
E Lafortune
R Kumpf
B Barsky
D Garcia
L Peng
D Greenberg
I Sobel
C Martin
S Marschner
G Heflin
G Elber
N Ezquerra
R Mullick
M Dill
R Jrgen
M Teichmann
R Klein
A Kolb
G Greiner
P Laurent
A Le
E Veach
A Varshney
S Olariu
I Stojmenovic
U Dogrusoz
M Krishnamoorthy
R Kelleners
R Veltkamp
E Blake
D Christianson
S Anderson
L He
D Salesin
A Garg
X Liu
Y Huang
D Luebke
E Ofek
E Shilat
A Rappoport
M Werman
W Toledo
C Robert
J Jensen
C Thayer
A Gooch
B Gooch
E Cohen
N Amenta
S Singh
C Fyock
E Grimson
R Kikinis
H Lauer
N McKenzie
A Mor
S Nakajima
H Ohkami
R Osborne
J Samosky
A Sawada
S Hall
J Rolland
C Burbeck
W Gibson
D Ariely
E Scher
W Burger
M Barth
W Sturzlinger
H Porr
D Mehta
F Bossen
J Levene
K Ciula
S Kumar
D Petros
K Team
L Professor
J Alex
R Wells
B Andalman
K Ryall
W Ruml
J Marks
S Shieber
J Watlington
A Sherstinsky
C Fowler
T Funkhouser
C Taylor
C Jacobs
T Becket
D Baraff
J Dorsey
J McDonald
M Levo
J DeBonet
B Curless
M Levoy
A Witkin
C Sequin
R Azuma
M Ward
S Westin
J Arvo
K Torrance
M Halstead
H Jin
J Schweitzer
T Galyean
J Paradiso
T Zimmerman
N Gershenfeld
H Khling
M Harada
J Popovi
Z Popovi
R Machiraju
E Swan
K Drew
A Forsberg
P Lewis
P Cook
W Mark
R MacCracken
K Joy
W Buxton
L Cutler
B Frolich
P TwoHanded
S Fisher
M McGreevy
J Humphries
W Robinett
K Herndon
R Zeleznik
J Goble
N Kassel
D Proffitt
P Kabbash
A Seken
D Mapes
J Moshell
M Mine
F Brooks
D Brockway
M Weiblen
S Hong
I Poupyrev
M Billinghurst
S Weghorst
T GoGo
P Strauss
H Zatz
J Grasping
J Snoddy
R Taylor
S Watson
E Disney
B MacIntyre
M Byrne
R Catrambone
W Welch
M Goodrich
D Roni
A Stark
A Mathur
J Fouss
D Brauer
P Johnson
C Moore
T Anker
R Litiu
M Bscher
S Gill
P Mogensen
D Shapiro
H Shim
