height,gender
154.32969046154338,F
156.46364447205872,F
148.97700386383082,F
154.64531579430374,F
141.60577341384365,F
148.9651020614087,F
164.87717144402853,F
149.9944767883072,F
149.60150599853483,F
157.79183456227832,F
153.98494642034976,F
150.42174378367613,F
150.3395235010279,F
148.95284082521005,F
144.83546423253995,F
150.32981147513325,F
149.95677734357366,F
156.20749822612373,F
157.3167782417992,F
154.07756079087793,F
146.85416961224104,F
155.45452518147096,F
151.20115979106725,F
149.33581226225365,F
146.09903241734932,F
154.1430965989026,F
145.5937644239643,F
147.99699981617965,F
147.90338073419178,F
153.7030371064472,F
150.45376140213355,F
144.7164496863038,F
153.36307669332933,F
153.27716844506602,F
143.3750554723916,F
157.492670173561,F
150.01722186122043,F
153.8960271368599,F
157.69585462769103,F
141.72575579170157,F
146.9895084479035,F
155.70055117960655,F
153.3243040358917,F
154.30837806572447,F
159.17793126909567,F
149.81678015050923,F
144.20368473370652,F
151.0345232896644,F
149.08682458102197,F
141.56141971298618,F
151.35497389439556,F
151.17665224341744,F
152.93257748226046,F
157.9536684852902,F
163.04388478469298,F
157.01296965327978,F
146.49145104090968,F
150.60031232908332,F
149.8775231536558,F
155.04228398678083,F
149.79128586557977,F
159.85753141655582,F
149.82672965376926,F
143.53539875459253,F
153.77305711594423,F
144.91698966187596,F
158.3227482910499,F
154.67275250653506,F
151.7494128214764,F
151.43495704328083,F
153.38877865199822,F
150.41750389400008,F
147.61888510091865,F
160.92448670603545,F
155.87030212781846,F
156.10836464812672,F
151.95950728600988,F
149.90457047870018,F
154.8876027749737,F
143.6200724854042,F
157.4566646036155,F
156.46496057348796,F
147.9700957439134,F
150.50442133141337,F
142.27966309551954,F
150.27608236311318,F
153.8981751572186,F
148.68862254539945,F
154.83587661260304,F
152.4428244900208,F
150.16435072290218,F
154.48128787740015,F
153.66540520208636,F
156.43773558100486,F
153.2479408463563,F
150.01700813319226,F
147.02138382613478,F
152.1512251361045,F
160.95808273128475,F
153.0896926767767,F
142.75022720375202,F
149.38675622771797,F
155.5963970402443,F
151.06260823726797,F
158.7538976382877,F
144.33551736006484,F
148.03009906282625,F
152.54130211826694,F
150.45804910106423,F
149.61714612645466,F
157.13221054694466,F
152.53561852747373,F
147.08036299435375,F
156.4514797468714,F
146.57144011687933,F
154.0561856905716,F
149.74531736289882,F
163.6515345765814,F
161.12933263991812,F
153.8006198549263,F
156.1479536444487,F
146.4173628615211,F
161.47411236818343,F
144.32265600903725,F
153.8525469850243,F
163.92601439417354,F
156.70405638715212,F
148.25347871336166,F
148.8204500146863,F
152.4792230575528,F
146.0856440913297,F
159.95481742397396,F
157.3489778644966,F
149.53391393783002,F
148.5460463917009,F
151.56028888144618,F
149.0824655366532,F
153.86191008802174,F
150.83471579359605,F
154.24727543266897,F
149.50916039178642,F
153.46598222217654,F
159.8121963323618,F
151.78697387475825,F
147.44601035557508,F
157.42487771451653,F
151.88969126495442,F
155.33931740588062,F
150.37808989267896,F
141.84616207259256,F
151.55869182678788,F
157.50932627624033,F
151.90917077689758,F
151.35285441461428,F
161.27442033666316,F
157.4151577660503,F
146.242124979558,F
151.33193203205008,F
155.62260461577938,F
144.9563944780441,F
153.5990730368253,F
155.56505077877745,F
147.27568384649823,F
158.85126875216275,F
149.5721144559017,F
147.28287018697318,F
147.66598913047062,F
151.2070436388483,F
146.8408674544219,F
156.74537077689163,F
145.5901964041429,F
149.815838198304,F
149.23167767354312,F
162.4442757004511,F
148.97037863632147,F
154.42056390189018,F
155.2122341578268,F
151.76662757538975,F
148.78056953511816,F
153.37694899886796,F
155.03531618761832,F
150.82504824176374,F
143.8900057039516,F
155.60093560482125,F
147.52333680382446,F
160.0412064195452,F
150.99862959086178,F
146.13339446987735,F
162.8540029822691,F
148.0279691932774,F
162.588762804294,F
148.93899831265182,F
155.29466480076175,F
142.86202535058897,F
154.09646974865433,F
150.94455720677107,F
151.48078260038528,F
160.04726156894029,F
153.55534507526966,F
158.7641576356936,F
152.48953617725215,F
149.40408017292376,F
145.32911199728304,F
154.98953716550227,F
148.071811813606,F
155.5669226167631,F
146.69703079726438,F
145.956137951582,F
148.812066418558,F
144.98054552072043,F
151.33188868754507,F
151.6159002499491,F
146.35393776092369,F
152.16325374099296,F
147.1483514307551,F
153.55704498514484,F
149.31362847132283,F
157.0857362991073,F
155.03938100426777,F
154.05958556772603,F
151.24320689034332,F
154.68054173002741,F
153.79187009073294,F
150.8127523299762,F
148.51202743492743,F
151.31548444412212,F
151.90317682046117,F
152.60768370908795,F
150.34127977991736,F
156.10417173982023,F
147.33543097940515,F
153.4366756289064,F
158.63982524042726,F
144.64967544550973,F
156.49757961651184,F
161.95023740403877,F
145.78508367013765,F
155.82699448621418,F
156.00879185808714,F
154.274337730457,F
151.07873508715275,F
153.55979316760724,F
160.1478864665741,F
155.18477248358334,F
157.62537974308935,F
155.70559355231703,F
159.39056399558714,F
140.0400219273003,F
152.20162556315552,F
163.35464238036138,F
149.23801631424024,F
155.91841893434116,F
161.19031855878092,F
148.59738716277533,F
152.86001705845743,F
153.47124789675547,F
146.1588112749092,F
151.20546541872716,F
150.3440490055831,F
145.5103799304121,F
143.99863451370103,F
159.39839405161248,F
159.50959723562488,F
151.13677524845582,F
158.52661771541997,F
141.51321646741803,F
145.53911086827077,F
162.83278899583254,F
152.65946568044927,F
161.06150420968652,F
152.6338142272544,F
148.76732473391513,F
159.08971829833214,F
142.97698155053067,F
155.55416192731101,F
152.2463183170644,F
147.64867874114043,F
152.08768110996579,F
155.17721044380264,F
154.42395670803177,F
156.59750821053984,F
157.019867362497,F
155.47951883508355,F
151.41924137936704,F
151.70513033384898,F
154.41769666763923,F
146.62963359185972,F
159.79853867832696,F
156.75551381292593,F
153.96218474713692,F
152.85531057079996,F
160.96191638977658,F
151.8724702749492,F
149.5702374618957,F
151.3151532389412,F
159.98607755863608,F
150.03886732457133,F
150.49208715833436,F
153.18280423910556,F
145.097171606599,F
147.25466961605173,F
146.4791070892467,F
147.9777200826223,F
155.39951173407417,F
154.16863214697185,F
153.94153357629529,F
153.76686983131742,F
158.4022240929078,F
153.85959450529202,F
161.1302653457031,F
156.0277913307437,F
148.4053447271966,F
147.11327466371958,F
156.24590966469341,F
154.68487729831716,F
157.4350619007763,F
143.03230852434785,F
152.55562265985952,F
151.7404020185048,F
156.53239468041158,F
148.84807676341256,F
148.44891477627144,F
158.4753690833201,F
152.73187334932558,F
159.31347147131095,F
152.67311626142512,F
152.47192228288475,F
154.25425743964783,F
146.28787587704676,F
153.15317981638873,F
142.40890361574014,F
147.59977794726274,F
147.45054115536175,F
153.81168287066438,F
144.0280110361012,F
147.55341011503688,F
150.54798128348148,F
156.5596774692562,F
153.25693564607423,F
159.6662588799388,F
147.511763309114,F
149.42447134323885,F
146.57307223140467,F
153.03233380589447,F
140.648496861326,F
153.70297314605614,F
148.3802613792212,F
158.26087721092446,F
155.60080951067695,F
154.00047884445334,F
155.61397753963635,F
147.71793216624997,F
147.12544153272884,F
149.13140025004384,F
154.88607798973715,F
150.63011435090567,F
145.78522693418753,F
148.43015608173104,F
150.9337169270183,F
155.52613834499033,F
150.26646745185423,F
157.29977829290954,F
154.94492921359762,F
148.65722325497137,F
156.81538435666667,F
151.74771253298846,F
154.75699848503046,F
148.87896316775024,F
145.623192435339,F
152.54413951480998,F
147.6293672831455,F
147.80564648571553,F
153.0547251238646,F
159.90916574715956,F
141.00361697831602,F
147.75646099768352,F
149.96430687205748,F
151.05166741451487,F
144.44551570215228,F
154.37065486310772,F
157.43371379251835,F
158.17418271373117,F
163.51439910886123,F
142.9273086765593,F
146.445529992277,F
156.24479038368395,F
144.93181707906572,F
146.88658974673982,F
152.2142709951598,F
153.55208937737993,F
160.45996214839965,F
150.75687686371467,F
149.88834136802285,F
154.88117929661186,F
150.66399032346052,F
154.33638582203946,F
144.02896145508356,F
146.61165586964287,F
162.84825129299648,F
166.12592643517038,M
174.09082372541837,M
167.5852602817444,M
160.03771174837655,M
155.12461032354378,M
169.91972864280697,M
167.0270870258165,M
171.1017361134734,M
170.7314399818466,M
158.85637345139006,M
168.9193782037804,M
162.1053756686325,M
167.35016391093126,M
169.12488886123,M
171.83576302671713,M
156.24110712343722,M
160.82635887273403,M
162.15021784296488,M
183.18692391914163,M
168.37828970219866,M
170.3272445012509,M
155.88190678159654,M
162.92839230380204,M
165.3669126057697,M
165.5041341055183,M
155.6237131680157,M
167.30573543518332,M
173.85284655605332,M
169.6982052702782,M
168.72600546889188,M
161.0595563135469,M
165.8697185208025,M
165.27553756612443,M
162.3867567066059,M
170.07466160598685,M
167.02316553112067,M
168.434779469706,M
171.17756159348738,M
170.96254657344318,M
167.7750698588689,M
163.49910594016401,M
166.27067733626458,M
162.1729651582071,M
160.86771173960213,M
162.7507548185565,M
170.37103782974987,M
172.1019398144019,M
157.14965882850183,M
170.43436275568308,M
153.29124733023198,M
157.0732061431914,M
164.1012506421042,M
165.06781231681006,M
161.87540944938382,M
164.95976990207856,M
169.03814009855276,M
162.9824351462221,M
169.00071681670332,M
169.30608866100025,M
164.89787629235582,M
167.02740736925554,M
162.5347404787612,M
164.51898877404233,M
166.05514874208941,M
167.2734576366629,M
179.34666318114645,M
167.1446318008562,M
170.60721336802138,M
172.06623598563164,M
165.63238830587815,M
171.32559251368986,M
167.33159563491287,M
164.1515215528784,M
163.63527608728302,M
172.61341797905862,M
153.7528208120586,M
159.9784338090928,M
172.84147870872482,M
168.2253958501205,M
170.14414899895104,M
161.05951396429194,M
172.87243437394682,M
171.56285703774304,M
165.94863867420224,M
171.85389287832564,M
165.73180745359124,M
161.04527115036444,M
166.0153892998863,M
167.24963201961896,M
177.6970005073478,M
156.74759251527493,M
162.9108081691939,M
164.14170094651774,M
162.15751602313148,M
160.7975300620803,M
163.0433556756686,M
172.7607356440916,M
162.3354854616638,M
161.66530536277867,M
163.2691876312966,M
169.8855456030838,M
173.90255696298937,M
178.4828587274977,M
170.15672162309855,M
167.23314917498547,M
157.15473356748353,M
170.24180546015523,M
165.35356998094272,M
165.85642808356243,M
176.2875148143676,M
162.73207770214395,M
152.9839214414598,M
169.7323052541239,M
161.7586951848903,M
171.303373204066,M
164.28982538587965,M
174.5576873913017,M
162.47689997514453,M
167.9599983929646,M
167.5126209926775,M
162.17341528529792,M
160.59369889884917,M
160.1741881287353,M
162.6657101185226,M
171.62358025752096,M
157.38875882144956,M
160.23864998345394,M
162.15656985677984,M
171.4395801764553,M
171.39185468304413,M
175.73640068406058,M
160.39199853851662,M
164.38451149879342,M
160.9533549817461,M
171.8853865457118,M
174.99727184033702,M
169.8990605334556,M
167.8796929351883,M
156.01679132588754,M
164.5489868593613,M
177.67010413243622,M
170.17235316213007,M
161.81014287046855,M
174.62091551267795,M
165.89695297645372,M
170.70792775975593,M
165.82111905293345,M
160.20772068235487,M
167.31768623030075,M
160.94328500853396,M
167.88718730434442,M
167.37788037068924,M
167.00580895080256,M
163.28291916750388,M
172.0127884479332,M
162.87486679808057,M
160.6385647683971,M
164.45346178043854,M
165.25934966977078,M
175.262169463232,M
159.35227801205943,M
168.5365233574241,M
175.56953551012407,M
164.23530780053244,M
171.83138257564255,M
158.40349759815243,M
163.31286058041238,M
160.1616380021029,M
170.58490229078475,M
161.22217630941364,M
168.71796680455884,M
166.84014249981266,M
172.1887228208899,M
159.38673300436577,M
160.06082836970563,M
166.6301845465554,M
169.6621989674586,M
167.84661501128156,M
165.21175407539553,M
160.6858934242052,M
167.8945225858939,M
151.11914502531226,M
158.5496094836031,M
161.16806501761738,M
171.89345933678806,M
162.81581450627567,M
161.6248704547953,M
172.02796835054238,M
172.10835822224792,M
161.39020258694737,M
164.13049501848587,M
166.4475268401124,M
154.44553588216016,M
166.7047613129549,M
161.9007538489878,M
169.63054640938537,M
166.35658714001968,M
167.2518811112196,M
163.70026786106328,M
163.08807617164516,M
168.16427590009317,M
164.83962004911513,M
170.81898265601345,M
163.7744528005593,M
159.64842418649715,M
172.70910162800675,M
167.80594516227467,M
160.1754591412739,M
158.449374184057,M
161.87560126903279,M
159.3189985983767,M
160.6397625996789,M
173.2582945333868,M
160.43598962136818,M
171.714989748021,M
170.43542104519406,M
160.6978058476164,M
158.7770370892786,M
164.32965924749908,M
172.22600869752543,M
155.96156186764975,M
172.77370463746132,M
185.1043644265073,M
170.21456773128097,M
166.1995185706568,M
167.5612208485889,M
163.15411760791497,M
168.5991236592054,M
161.49685037178878,M
163.6366055522213,M
168.68253172522333,M
171.48477648572185,M
175.84241836276846,M
164.55072830577086,M
170.91618501070948,M
162.79677080130665,M
169.8282363830854,M
163.9372443537702,M
163.39155124293706,M
166.26294289073556,M
166.0024315556207,M
161.39045322129707,M
170.2786846719073,M
170.54222618816712,M
170.1300517993094,M
167.87990747288268,M
168.66257054450296,M
166.02228833781572,M
162.8359517479542,M
166.244115614899,M
168.38843916883476,M
166.26179426370908,M
164.57450464927726,M
159.210562919028,M
170.87093804118183,M
165.18173595699275,M
172.30686368417017,M
158.2784405604075,M
165.59211875437572,M
168.99312713883228,M
163.47340141208073,M
158.62111672589717,M
160.7804740762057,M
174.0980981074754,M
150.8093663393387,M
169.2729082278107,M
171.33845356559164,M
170.32936929419523,M
167.643702681017,M
174.17031393735522,M
165.27389971534006,M
161.93394319122518,M
163.9595664797822,M
159.96730714701764,M
166.27470754215844,M
160.8537588747826,M
172.60281449859983,M
165.51250267567568,M
158.00224809400885,M
159.48606569949283,M
162.6193273360967,M
166.49025723983877,M
163.97300706371803,M
161.1001506688443,M
173.4911368598455,M
172.04531535739298,M
173.0636392146717,M
162.7726652353652,M
158.76568062654124,M
170.72606748504685,M
163.65632631499184,M
164.85230204832342,M
169.15745552996958,M
161.64839208960274,M
163.43135762107732,M
166.93017111104595,M
164.14213893482335,M
168.09496870323252,M
176.5137081842451,M
167.10070968433288,M
157.28183734522904,M
174.68126864049438,M
165.20142216227327,M
166.70540976792438,M
167.71151900906509,M
159.77648063477167,M
162.79844736734626,M
164.1116512116074,M
164.26814348218923,M
160.3106892832322,M
162.54075372553,M
174.19868201116455,M
170.14892086065012,M
175.2652776428314,M
171.71658403604647,M
162.89163756464876,M
170.68724658238006,M
167.0257360249222,M
165.69204496934927,M
167.88214195681795,M
155.01332977414447,M
172.39884121021987,M
168.25462452922292,M
161.27858911577943,M
180.3272955938,M
167.55332910324702,M
158.7267429552182,M
153.03566927913317,M
165.54827926428192,M
170.89169865458365,M
166.61907266074243,M
160.00239873030236,M
172.37077240128977,M
167.48066823617086,M
166.40207215146177,M
162.96854325339018,M
162.25667774781581,M
158.3214153164303,M
169.14723973923248,M
165.3427739753444,M
169.26523835508445,M
170.2611836815441,M
173.85302997369203,M
160.1187295554792,M
168.7486801414411,M
169.42512549534126,M
164.95434198545553,M
169.4997971889687,M
160.70548701465722,M
168.862429336026,M
171.36273866009108,M
167.7144934607825,M
168.465712130826,M
163.17008099726536,M
167.25200363177498,M
168.34637886684203,M
165.3891965624411,M
170.78212577940428,M
172.10923176693862,M
167.94724443380997,M
162.9143845170907,M
165.7697208178665,M
168.11832035946318,M
162.94208203758478,M
172.16670132881382,M
162.99020859409455,M
172.52372323423432,M
168.83566243223137,M
169.7129363596288,M
162.50236134469742,M
165.5772061101314,M
171.27248656643528,M
176.50454952250757,M
163.67424720030598,M
165.82403243623486,M
171.656495656992,M
165.28315300572245,M
166.6117828366114,M
169.02248157327992,M
166.308598488277,M
168.9850407556351,M
169.7387548397561,M
175.1821532210921,M
160.7640054670269,M
171.357212411315,M
166.65831658630512,M
164.51110185658925,M
157.3057765798744,M
159.55404976345406,M
163.28694801593446,M
162.3610372631549,M
162.3905097730751,M
167.38964218735185,M
162.8412287056432,M
162.84534194506818,M
162.04515490441833,M
168.65021441058653,M
168.33865879304398,M
176.73000365808775,M
169.74029118125625,M
165.99212330387394,M
159.97652178285568,M
170.67682674349206,M
157.25942167413638,M
