height,gender,predicted_gender,height_quantized
154.21342667678962,F,F,154.0
151.77491667023736,F,F,151.5
152.53907261875463,F,F,152.5
157.39468088034312,F,F,157.0
156.99042063594288,F,F,156.5
154.18046954862982,F,F,154.0
153.0292856095535,F,F,153.0
150.19679749330626,F,F,150.0
156.7955089692763,F,F,156.5
146.11411967713784,F,F,146.0
149.5548839820061,F,F,149.5
148.1531099817715,F,F,148.0
145.73913162456833,F,F,145.5
155.68179645577587,F,F,155.5
155.3552878099646,F,F,155.0
156.9851350214314,F,F,156.5
154.34652751617188,F,F,154.0
151.67435978250256,F,F,151.5
152.83352421241642,F,F,152.5
155.6860964166479,F,F,155.5
144.90780376153782,F,F,144.5
165.58970093060788,F,M,165.5
155.76692175436142,F,F,155.5
143.02688136065314,F,F,143.0
156.22509887120498,F,F,156.0
157.569890840433,F,F,157.5
157.6687278073927,F,F,157.5
156.96625035619317,F,F,156.5
149.15317131333157,F,F,149.0
149.16893929592098,F,F,149.0
153.92229566508414,F,F,153.5
162.78023407162024,F,M,162.5
158.01175107861565,F,M,158.0
148.4343481732612,F,F,148.0
146.24847573598305,F,F,146.0
143.86864520946312,F,F,143.5
153.77512489566783,F,F,153.5
149.54583222798237,F,F,149.5
159.61930120417088,F,M,159.5
156.92050605311093,F,F,156.5
154.7132127311962,F,F,154.5
155.86388969628285,F,F,155.5
150.25161129704534,F,F,150.0
147.84266163052985,F,F,147.5
153.1808145553211,F,F,153.0
158.1408882764318,F,M,158.0
148.23967709440439,F,F,148.0
148.1822424533028,F,F,148.0
150.74728968011763,F,F,150.5
154.5531579781147,F,F,154.5
155.25340641634978,F,F,155.0
150.17122404697446,F,F,150.0
152.50558103584552,F,F,152.5
153.56976015476434,F,F,153.5
150.71388428335695,F,F,150.5
150.55010097166684,F,F,150.5
155.54651243397268,F,F,155.5
151.61103489242834,F,F,151.5
150.4090105908803,F,F,150.0
149.1140739312516,F,F,149.0
143.6845668807687,F,F,143.5
152.21675371046803,F,F,152.0
146.09701216079588,F,F,146.0
152.58229271385278,F,F,152.5
158.60043705065698,F,M,158.5
161.40744899858615,F,M,161.0
151.08862320867763,F,F,151.0
163.82625618651488,F,M,163.5
147.9044634065488,F,F,147.5
147.27612850293139,F,F,147.0
149.6741559046806,F,F,149.5
151.4966988533649,F,F,151.0
151.5135999173057,F,F,151.5
151.16495808913646,F,F,151.0
146.13489244273197,F,F,146.0
157.25472458103891,F,F,157.0
145.93308049168135,F,F,145.5
152.90339043477354,F,F,152.5
160.34891541932373,F,M,160.0
152.83617719727775,F,F,152.5
147.7833730715267,F,F,147.5
147.83684048652756,F,F,147.5
150.4628055303107,F,F,150.0
151.31145009650083,F,F,151.0
141.25244900906347,F,F,141.0
149.07034190193457,F,F,149.0
156.32212934666057,F,F,156.0
156.91167853002236,F,F,156.5
152.1757198198456,F,F,152.0
165.13576200934767,F,M,165.0
153.45394196725857,F,F,153.0
148.18281640654368,F,F,148.0
151.76784165371794,F,F,151.5
149.06047056931575,F,F,149.0
151.5310088823041,F,F,151.5
154.27923501050742,F,F,154.0
143.79703968784963,F,F,143.5
156.68031709838885,F,F,156.5
157.25682750671442,F,F,157.0
148.20255563763806,F,F,148.0
150.702338770447,F,F,150.5
143.4723319640605,F,F,143.0
147.87016790623028,F,F,147.5
144.01308958810188,F,F,144.0
148.0143567552255,F,F,148.0
139.9384223509811,F,F,139.5
163.25029214836817,F,M,163.0
147.89237069056054,F,F,147.5
150.97470120697193,F,F,150.5
145.72734658321244,F,F,145.5
151.83781386267083,F,F,151.5
155.95415821534752,F,F,155.5
154.24372120013487,F,F,154.0
155.7614028196859,F,F,155.5
153.51247988413564,F,F,153.5
157.39209908072024,F,F,157.0
155.3880201353605,F,F,155.0
157.52457520048563,F,F,157.5
154.1225835237912,F,F,154.0
153.00936729869255,F,F,153.0
150.87493349813494,F,F,150.5
157.19608913313738,F,F,157.0
148.43962521471514,F,F,148.0
143.69928298176754,F,F,143.5
149.14416770716795,F,F,149.0
152.65217371287457,F,F,152.5
160.73766954864595,F,M,160.5
147.31529221873706,F,F,147.0
143.99546068181502,F,F,143.5
153.26300510323878,F,F,153.0
149.2610162616376,F,F,149.0
150.24105878692563,F,F,150.0
159.78418487015045,F,M,159.5
146.0462249705106,F,F,146.0
146.40435584400709,F,F,146.0
154.97125712748402,F,F,154.5
153.4472076959272,F,F,153.0
154.88432120910275,F,F,154.5
151.38974307336136,F,F,151.0
162.01227278192155,F,M,162.0
149.4106569757836,F,F,149.0
143.89977822671176,F,F,143.5
157.2107089624703,F,F,157.0
158.91047688170318,F,M,158.5
157.06764302291276,F,F,157.0
157.11269233256147,F,F,157.0
159.15916370941827,F,F,159.0
150.47498142383304,F,F,150.0
148.01884663812618,F,F,148.0
150.44236236823917,F,F,150.0
151.04334539204672,F,F,151.0
140.8009192985158,F,F,140.5
159.94888525330921,F,M,159.5
158.4928868163781,F,M,158.0
150.95517277290216,F,F,150.5
144.8502212492036,F,F,144.5
149.77265047545862,F,F,149.5
159.5926824015281,F,M,159.5
155.79295532227118,F,F,155.5
142.0438694119324,F,F,142.0
152.0762766052733,F,F,152.0
153.43199547762111,F,F,153.0
157.00558715367148,F,F,157.0
145.7670791466947,F,F,145.5
151.22652458691715,F,F,151.0
148.63694678397806,F,F,148.5
146.15719544847326,F,F,146.0
149.03493740221163,F,F,149.0
154.51188583430317,F,F,154.5
153.01739790901675,F,F,153.0
142.21786225357812,F,F,142.0
146.63926046376625,F,F,146.5
151.3812262815107,F,F,151.0
147.48348531704227,F,F,147.0
144.18129484161858,F,F,144.0
159.82523531158077,F,M,159.5
150.94760562034182,F,F,150.5
146.46041930331978,F,F,146.0
154.92452998004973,F,F,154.5
149.1451928877416,F,F,149.0
152.8286052503998,F,F,152.5
154.09167590260728,F,F,154.0
154.21660252961894,F,F,154.0
152.75358292801698,F,F,152.5
153.23678153058597,F,F,153.0
145.1301863877404,F,F,145.0
158.34272920009678,F,M,158.0
153.5534715986569,F,F,153.5
160.06772164998432,F,M,160.0
157.18234916441196,F,F,157.0
158.51747933510003,F,M,158.5
154.71221005433546,F,F,154.5
155.03000183718117,F,F,155.0
150.85324348219004,F,F,150.5
150.17421151164794,F,F,150.0
149.79341623054412,F,F,149.5
151.44771783672854,F,F,151.0
157.56485424919404,F,F,157.5
156.8194282257484,F,F,156.5
156.21784709472212,F,F,156.0
144.34655720357964,F,F,144.0
156.67773631623234,F,F,156.5
159.3834366187005,F,F,159.0
155.21566684139577,F,F,155.0
156.58070588002235,F,F,156.5
150.9032930307063,F,F,150.5
152.60541260002378,F,F,152.5
156.15214527467757,F,F,156.0
143.6432883052315,F,F,143.5
148.8859494948384,F,F,148.5
148.7856115759808,F,F,148.5
151.0475462747635,F,F,151.0
150.3221790118187,F,F,150.0
152.81271647559316,F,F,152.5
143.9130489189468,F,F,143.5
157.78411764034132,F,F,157.5
148.262988184543,F,F,148.0
148.05243056114523,F,F,148.0
154.33961780080887,F,F,154.0
149.8074103145935,F,F,149.5
147.44086879821205,F,F,147.0
158.35584975444002,F,M,158.0
146.7839264417062,F,F,146.5
161.55401887613587,F,M,161.5
157.4796103432236,F,F,157.0
150.78153803788726,F,F,150.5
150.6513204361308,F,F,150.5
154.23133211185927,F,F,154.0
155.0299267076371,F,F,155.0
161.97103822692563,F,M,161.5
146.2484225763459,F,F,146.0
151.90477016914593,F,F,151.5
151.41554831178522,F,F,151.0
149.41005269086716,F,F,149.0
147.3196164214332,F,F,147.0
151.09865338062002,F,F,151.0
154.95987991668846,F,F,154.5
144.27167271307457,F,F,144.0
149.73951018393535,F,F,149.5
147.42770354686658,F,F,147.0
153.25036135415164,F,F,153.0
156.17269954800122,F,F,156.0
148.83306225387332,F,F,148.5
157.78207386646852,F,F,157.5
154.65579867834734,F,F,154.5
146.7379609791928,F,F,146.5
146.71154153208002,F,F,146.5
149.75422480091967,F,F,149.5
142.23759759961965,F,F,142.0
149.8565589194811,F,F,149.5
153.10632836652994,F,F,153.0
154.38587821343953,F,F,154.0
161.77622008066868,F,M,161.5
152.6881567588147,F,F,152.5
160.11974411754832,F,M,160.0
151.97783433493075,F,F,151.5
149.09307896873244,F,F,149.0
152.27990925718308,F,F,152.0
153.21891947217583,F,F,153.0
154.24445722431895,F,F,154.0
147.39381008769004,F,F,147.0
147.72001230937138,F,F,147.5
147.34286331810563,F,F,147.0
151.2085497395427,F,F,151.0
149.0592486768461,F,F,149.0
154.91091837300692,F,F,154.5
149.20525410229618,F,F,149.0
151.0577991613826,F,F,151.0
148.07992384312178,F,F,148.0
151.03743634443342,F,F,151.0
146.4866043547181,F,F,146.0
153.7052666085557,F,F,153.5
156.79679132175818,F,F,156.5
151.48596752912655,F,F,151.0
155.511543082248,F,F,155.5
150.5897849277939,F,F,150.5
154.1434774513881,F,F,154.0
155.2952504586134,F,F,155.0
147.7595378789424,F,F,147.5
154.45654468731752,F,F,154.0
155.18356179075676,F,F,155.0
155.4917779187068,F,F,155.0
155.04839520011356,F,F,155.0
155.88279445829025,F,F,155.5
147.85163105159327,F,F,147.5
154.2823307388126,F,F,154.0
153.18669045458927,F,F,153.0
142.2626225923621,F,F,142.0
152.54140974076728,F,F,152.5
156.7470140074907,F,F,156.5
150.3349255625184,F,F,150.0
152.45127785029734,F,F,152.0
156.23130109342642,F,F,156.0
155.36114860234497,F,F,155.0
157.06717755432913,F,F,157.0
163.57395372668284,F,M,163.5
157.68806738773358,F,F,157.5
154.56280251376467,F,F,154.5
156.28054007353714,F,F,156.0
159.50610394318744,F,M,159.5
147.94437215546995,F,F,147.5
161.6078145686383,F,M,161.5
155.5322021539305,F,F,155.5
158.21790489253937,F,M,158.0
149.518396152361,F,F,149.5
149.01416689487118,F,F,149.0
156.29049352624136,F,F,156.0
145.23065545139528,F,F,145.0
155.17957690671435,F,F,155.0
161.4950824497197,F,M,161.0
150.77929939772434,F,F,150.5
154.12672980319945,F,F,154.0
153.26568139047464,F,F,153.0
159.25299646534955,F,F,159.0
149.9385940013741,F,F,149.5
153.9154439744943,F,F,153.5
151.09486534758778,F,F,151.0
147.30658323659097,F,F,147.0
155.22354670277906,F,F,155.0
149.83275641065805,F,F,149.5
150.41811770019163,F,F,150.0
160.04186664746237,F,M,160.0
153.60331293115155,F,F,153.5
160.96866794824126,F,M,160.5
156.9569214907603,F,F,156.5
155.08999142695953,F,F,155.0
165.63415263800107,F,M,165.5
148.9954664768687,F,F,148.5
147.93801436825783,F,F,147.5
154.80962592312085,F,F,154.5
156.05709031093954,F,F,156.0
155.4186098450149,F,F,155.0
156.85865511334302,F,F,156.5
152.06296322527382,F,F,152.0
144.54227126131067,F,F,144.5
155.71653968710262,F,F,155.5
136.76156836411525,F,F,136.5
152.9257062867327,F,F,152.5
148.3959292633325,F,F,148.0
153.96842669600943,F,F,153.5
156.8139911750387,F,F,156.5
153.53489602489543,F,F,153.5
145.38501828439576,F,F,145.0
151.89063030789993,F,F,151.5
149.62007066701656,F,F,149.5
152.39194290215593,F,F,152.0
148.27108436490232,F,F,148.0
156.17172043946678,F,F,156.0
155.239259924622,F,F,155.0
152.71413442116116,F,F,152.5
150.37891602825138,F,F,150.0
150.65185990435904,F,F,150.5
157.18067249180015,F,F,157.0
145.64715693532057,F,F,145.5
158.73137910314045,F,M,158.5
151.18767514524524,F,F,151.0
150.9944765882849,F,F,150.5
150.35846327190367,F,F,150.0
154.4008812596505,F,F,154.0
148.2369212316214,F,F,148.0
153.0697889885481,F,F,153.0
150.89961279819403,F,F,150.5
151.9885622416041,F,F,151.5
155.44037363172887,F,F,155.0
146.31339598075922,F,F,146.0
153.38304340119572,F,F,153.0
148.9145856694397,F,F,148.5
163.7322319148378,F,M,163.5
151.72036947257698,F,F,151.5
154.88119284400366,F,F,154.5
157.85747921941973,F,F,157.5
147.09100150764775,F,F,147.0
147.1491591882558,F,F,147.0
150.42190150323216,F,F,150.0
155.27082971117954,F,F,155.0
159.40060871186532,F,F,159.0
138.34302762103013,F,F,138.0
156.2424992572733,F,F,156.0
150.6227618293282,F,F,150.5
148.90928983007643,F,F,148.5
149.88694943197913,F,F,149.5
146.42289712889843,F,F,146.0
157.041288071294,F,F,157.0
147.39272935487338,F,F,147.0
157.1087724414198,F,F,157.0
158.3713205508063,F,M,158.0
151.62229589910095,F,F,151.5
152.9069463544248,F,F,152.5
151.08946176599736,F,F,151.0
152.81348594509186,F,F,152.5
146.29272010097372,F,F,146.0
154.68687698462466,F,F,154.5
146.824444139986,F,F,146.5
152.91998166853867,F,F,152.5
145.4697980752277,F,F,145.0
159.32286945394205,F,F,159.0
150.48257542466115,F,F,150.0
148.70916203890246,F,F,148.5
157.3499957960871,F,F,157.0
157.5347880454016,F,F,157.5
156.70209108932366,F,F,156.5
153.25841634709968,F,F,153.0
145.88506265276368,F,F,145.5
162.26584772937485,F,M,162.0
147.1589526003918,F,F,147.0
157.72646982880914,F,F,157.5
145.43162582254303,F,F,145.0
149.25138909667584,F,F,149.0
151.96548670243615,F,F,151.5
151.99018630880505,F,F,151.5
159.1940012329048,F,F,159.0
147.52122246799894,F,F,147.5
147.99020585673838,F,F,147.5
156.86464576562102,F,F,156.5
151.93599726376135,F,F,151.5
151.01138575202773,F,F,151.0
158.959045367279,F,M,158.5
154.93934767787732,F,F,154.5
139.9156138401183,F,F,139.5
150.37594013898507,F,F,150.0
155.84624362146081,F,F,155.5
148.26123943871116,F,F,148.0
150.07866324742804,F,F,150.0
153.74387837829707,F,F,153.5
155.339386091695,F,F,155.0
150.37126927982294,F,F,150.0
154.47091337251908,F,F,154.0
161.19518856847856,F,M,161.0
149.34707632679473,F,F,149.0
154.828111211204,F,F,154.5
151.79112901451717,F,F,151.5
151.54200351774955,F,F,151.5
154.34220263667854,F,F,154.0
150.14633841167586,F,F,150.0
139.17145198531745,F,F,139.0
157.03051489199595,F,F,157.0
147.51269146307112,F,F,147.5
150.86228783637816,F,F,150.5
149.65524092862856,F,F,149.5
155.0639864970222,F,F,155.0
156.14827363589566,F,F,156.0
149.02796653837805,F,F,149.0
148.15956829503847,F,F,148.0
153.15849853851918,F,F,153.0
151.68210096258483,F,F,151.5
153.78427794974505,F,F,153.5
147.13923859257346,F,F,147.0
156.6543443351873,F,F,156.5
154.30952668187277,F,F,154.0
155.4785356300411,F,F,155.0
153.89729565055208,F,F,153.5
151.26028168337223,F,F,151.0
146.23439020066002,F,F,146.0
146.58546128282885,F,F,146.5
145.18836102606028,F,F,145.0
148.68382027596232,F,F,148.5
153.56607889698276,F,F,153.5
154.6311383557029,F,F,154.5
147.27559033047237,F,F,147.0
150.38380649878854,F,F,150.0
149.32476318474005,F,F,149.0
148.7135254856538,F,F,148.5
144.977071574978,F,F,144.5
159.02535198514624,F,F,159.0
147.12819937921986,F,F,147.0
149.58058162402727,F,F,149.5
151.47729142852427,F,F,151.0
157.05157712868768,F,F,157.0
145.83654236340044,F,F,145.5
152.69177484514782,F,F,152.5
155.88030861547966,F,F,155.5
152.5423304257654,F,F,152.5
156.2323971003118,F,F,156.0
155.94569592257744,F,F,155.5
151.9449584365958,F,F,151.5
157.18966083732894,F,F,157.0
145.41928913412386,F,F,145.0
149.0530090235858,F,F,149.0
152.81053935628188,F,F,152.5
146.57287771639693,F,F,146.5
157.7563874215552,F,F,157.5
158.07253082816223,F,M,158.0
148.5618634173201,F,F,148.5
154.96062908740294,F,F,154.5
147.36836331909325,F,F,147.0
146.8189113441121,F,F,146.5
153.58396513914397,F,F,153.5
147.53368257922952,F,F,147.5
153.32236193671585,F,F,153.0
149.85134000200335,F,F,149.5
156.00818921443772,F,F,156.0
151.74994021767873,F,F,151.5
152.15436043665795,F,F,152.0
156.54473293902828,F,F,156.5
150.39271235579182,F,F,150.0
146.9470932005516,F,F,146.5
151.29632519791636,F,F,151.0
161.19704387744127,F,M,161.0
150.8054997661766,F,F,150.5
152.62251427325702,F,F,152.5
153.85102760357205,F,F,153.5
153.72204551392102,F,F,153.5
149.87147190482145,F,F,149.5
158.28490508214776,F,M,158.0
156.44261008347183,F,F,156.0
162.47724184150695,F,M,162.0
143.0752577515676,F,F,143.0
147.59792144277722,F,F,147.5
158.86249212997427,F,M,158.5
150.3475608872241,F,F,150.0
150.4312897125763,F,F,150.0
152.90256414886585,F,F,152.5
153.0067699417817,F,F,153.0
153.43988764303234,F,F,153.0
151.4162519056637,F,F,151.0
156.71901119103177,F,F,156.5
147.6193092856942,F,F,147.5
153.49933390864933,F,F,153.0
156.2773549019412,F,F,156.0
152.46187395477838,F,F,152.0
156.34948876650606,F,F,156.0
155.6041263656759,F,F,155.5
156.88161442227783,F,F,156.5
146.62458899677137,F,F,146.5
154.9429804339417,F,F,154.5
150.8727850306015,F,F,150.5
159.7157690083405,F,M,159.5
154.8554456539678,F,F,154.5
152.0120121116121,F,F,152.0
162.97799362976687,F,M,162.5
161.0544928370338,F,M,161.0
152.23903183588624,F,F,152.0
138.91311055517963,F,F,138.5
158.48175726672665,F,M,158.0
151.03943864940544,F,F,151.0
147.4102581048409,F,F,147.0
145.4167555056981,F,F,145.0
149.78626674379385,F,F,149.5
154.1417076781868,F,F,154.0
157.2687228905927,F,F,157.0
154.43127582008012,F,F,154.0
147.5529617529452,F,F,147.5
151.73660369435123,F,F,151.5
154.21609024220356,F,F,154.0
154.39327629390237,F,F,154.0
149.42622394243654,F,F,149.0
157.4898522468627,F,F,157.0
156.9196412675476,F,F,156.5
153.85856025627504,F,F,153.5
153.02371625559445,F,F,153.0
149.77861493858828,F,F,149.5
150.03438234670946,F,F,150.0
151.01365906411485,F,F,151.0
155.02866685128595,F,F,155.0
139.6284096019174,F,F,139.5
153.73870624062604,F,F,153.5
155.57689189873258,F,F,155.5
151.63583453608803,F,F,151.5
146.41743301162379,F,F,146.0
151.91830918434817,F,F,151.5
141.7986220408955,F,F,141.5
147.7279170456577,F,F,147.5
144.918245019401,F,F,144.5
147.5624540128411,F,F,147.5
143.56383814422088,F,F,143.5
157.42813773138397,F,F,157.0
150.002453724953,F,F,150.0
149.70969000723363,F,F,149.5
147.97809166616423,F,F,147.5
153.84805170646274,F,F,153.5
146.83259898155015,F,F,146.5
143.92319612756089,F,F,143.5
158.155805998467,F,M,158.0
151.44116390244244,F,F,151.0
151.7316967922268,F,F,151.5
152.17248194525865,F,F,152.0
146.52782397599407,F,F,146.5
152.06014276293934,F,F,152.0
155.8954925191019,F,F,155.5
149.41623637605488,F,F,149.0
144.86658042171834,F,F,144.5
151.04575044601492,F,F,151.0
142.86855014545452,F,F,142.5
149.7885193176149,F,F,149.5
144.4999871854152,F,F,144.0
156.57790898973434,F,F,156.5
151.5264119345137,F,F,151.5
143.71771171392422,F,F,143.5
156.98294054272895,F,F,156.5
154.63603294421293,F,F,154.5
147.76170501422175,F,F,147.5
156.3830484011185,F,F,156.0
156.3498860295595,F,F,156.0
148.63162488885786,F,F,148.5
154.53911941533335,F,F,154.5
159.42823574161184,F,F,159.0
146.67798977727145,F,F,146.5
151.3349575625337,F,F,151.0
146.23991520199485,F,F,146.0
150.84920086593246,F,F,150.5
149.776824139686,F,F,149.5
147.86948412148385,F,F,147.5
158.9402184409322,F,M,158.5
146.26084243690994,F,F,146.0
145.83933473311146,F,F,145.5
150.18682141367628,F,F,150.0
159.3216804948286,F,F,159.0
145.12111042484486,F,F,145.0
150.81160073341496,F,F,150.5
152.1455334901428,F,F,152.0
145.1733743651001,F,F,145.0
152.22164372397864,F,F,152.0
148.03680469193395,F,F,148.0
141.86476186455965,F,F,141.5
154.22110368154557,F,F,154.0
145.89454180857425,F,F,145.5
154.82822181021325,F,F,154.5
140.80730578818412,F,F,140.5
149.24716013063247,F,F,149.0
163.05106439680182,F,M,163.0
150.63095598944497,F,F,150.5
162.88949537594328,F,M,162.5
154.35591137996678,F,F,154.0
142.6354894477191,F,F,142.5
153.17294688842307,F,F,153.0
146.89936193877173,F,F,146.5
154.7214249843494,F,F,154.5
154.21053975397473,F,F,154.0
147.0696754180193,F,F,147.0
148.59568325145386,F,F,148.5
152.37826356166508,F,F,152.0
155.50769571459017,F,F,155.5
150.46620157635545,F,F,150.0
152.05636599550215,F,F,152.0
140.20039646191552,F,F,140.0
155.62070062257055,F,F,155.5
144.84456420829406,F,F,144.5
157.37626339497416,F,F,157.0
150.07871927612945,F,F,150.0
156.94446102653626,F,F,156.5
156.72223666170484,F,F,156.5
155.6552523608525,F,F,155.5
153.95997341625204,F,F,153.5
149.5428078406004,F,F,149.5
150.5562995575989,F,F,150.5
151.67737070035935,F,F,151.5
159.30313761986778,F,F,159.0
152.7650847837781,F,F,152.5
150.7716663904942,F,F,150.5
157.46559214372408,F,F,157.0
147.78102939012098,F,F,147.5
151.16425608285692,F,F,151.0
143.24955179086237,F,F,143.0
149.7529537093672,F,F,149.5
157.13230483460325,F,F,157.0
157.49960624953738,F,F,157.0
151.62263615018406,F,F,151.5
161.35348703751902,F,M,161.0
145.7494185408069,F,F,145.5
160.1539294580769,F,M,160.0
153.60374183084903,F,F,153.5
151.3797146425496,F,F,151.0
148.50175182018998,F,F,148.5
146.65790765945658,F,F,146.5
154.35527365410152,F,F,154.0
151.85393845365223,F,F,151.5
160.7044457820773,F,M,160.5
150.10095411521212,F,F,150.0
145.91047546864652,F,F,145.5
155.93604820376802,F,F,155.5
154.70852184518412,F,F,154.5
159.8282947183174,F,M,159.5
149.27768543235743,F,F,149.0
152.92038040866328,F,F,152.5
158.7699839853144,F,M,158.5
148.3982347995158,F,F,148.0
158.99803790058363,F,M,158.5
149.4829410933287,F,F,149.0
157.76608676119892,F,F,157.5
148.78991361195568,F,F,148.5
151.0398149514944,F,F,151.0
155.2057707568608,F,F,155.0
162.28797511481517,F,M,162.0
145.48559292271628,F,F,145.0
159.6038527861863,F,M,159.5
149.84874321133705,F,F,149.5
153.82256144347141,F,F,153.5
156.49848963671118,F,F,156.0
161.31245789965482,F,M,161.0
139.30149400143617,F,F,139.0
152.274167020121,F,F,152.0
147.44769309089602,F,F,147.0
150.3134516934276,F,F,150.0
155.71332153968,F,F,155.5
150.77991565856016,F,F,150.5
156.47787405213293,F,F,156.0
147.59745996026635,F,F,147.5
154.67824558711283,F,F,154.5
152.73039044992922,F,F,152.5
156.63305520471533,F,F,156.5
148.69664096322228,F,F,148.5
160.12753715338087,F,M,160.0
140.44185692965647,F,F,140.0
150.7742573791638,F,F,150.5
154.192577980261,F,F,154.0
157.46407859502537,F,F,157.0
149.18361183276463,F,F,149.0
157.35169375702515,F,F,157.0
146.41135239947178,F,F,146.0
155.61852878964515,F,F,155.5
153.84034566977996,F,F,153.5
148.51999513710308,F,F,148.5
150.30809527235598,F,F,150.0
155.53961748109683,F,F,155.5
151.6885142959216,F,F,151.5
153.13724189923494,F,F,153.0
152.85119437967984,F,F,152.5
155.8367465600406,F,F,155.5
147.59401919155553,F,F,147.5
156.47225475401558,F,F,156.0
154.0877761573961,F,F,154.0
156.4155587764248,F,F,156.0
157.11817036211428,F,F,157.0
151.18925134015873,F,F,151.0
146.50153763883432,F,F,146.5
146.9529829726209,F,F,146.5
149.8435289328589,F,F,149.5
147.62233879089752,F,F,147.5
156.11340431885597,F,F,156.0
153.6585742286196,F,F,153.5
154.3433973667277,F,F,154.0
153.31018135660702,F,F,153.0
154.43914016844232,F,F,154.0
158.41856908084225,F,M,158.0
157.77510171775518,F,F,157.5
157.49462641349245,F,F,157.0
157.07807973197438,F,F,157.0
147.0573751230655,F,F,147.0
156.81236107523767,F,F,156.5
152.21185187128765,F,F,152.0
150.72583903737012,F,F,150.5
157.9771599141597,F,F,157.5
157.37216180708188,F,F,157.0
156.57795123980094,F,F,156.5
142.40428576748724,F,F,142.0
160.513695760516,F,M,160.5
152.80655208718247,F,F,152.5
156.41086348404173,F,F,156.0
155.7899190121819,F,F,155.5
148.83505131304707,F,F,148.5
162.14299349194266,F,M,162.0
154.14812267429957,F,F,154.0
151.15861709636843,F,F,151.0
151.56319236505945,F,F,151.5
151.0519405247589,F,F,151.0
152.89881884370539,F,F,152.5
148.88747884922893,F,F,148.5
156.6409236265711,F,F,156.5
154.80882536949358,F,F,154.5
143.53407679463442,F,F,143.5
148.67326667245612,F,F,148.5
161.2953990616213,F,M,161.0
143.6091333743348,F,F,143.5
155.4989287310216,F,F,155.0
154.78501202580358,F,F,154.5
146.34536902702433,F,F,146.0
155.0038818943111,F,F,155.0
144.9786627543393,F,F,144.5
153.7725646007603,F,F,153.5
145.63648512353822,F,F,145.5
148.77776376358793,F,F,148.5
141.17382169426185,F,F,141.0
155.28582443699685,F,F,155.0
152.0485170109465,F,F,152.0
154.33332299946463,F,F,154.0
149.31525616617574,F,F,149.0
150.95681308948667,F,F,150.5
152.17727035048023,F,F,152.0
147.63247254883245,F,F,147.5
155.6040565599912,F,F,155.5
156.32408334685604,F,F,156.0
144.8040833893114,F,F,144.5
144.81427742677815,F,F,144.5
148.96808604015806,F,F,148.5
148.15756599002785,F,F,148.0
145.88858917844988,F,F,145.5
149.41214599290922,F,F,149.0
155.83433937342207,F,F,155.5
143.76653556730412,F,F,143.5
147.2779265551877,F,F,147.0
141.68844996174852,F,F,141.5
156.81092705428313,F,F,156.5
153.43924291112515,F,F,153.0
150.3452117522675,F,F,150.0
